genome_id,b12,heme,folate,biotin,type1,type3,rm
MGYG000000642,0,0,1,0,0,0,0
MGYG000000643,0,0,0,0,0,0,0
MGYG000000644,0,0,1,0,1,0,1
MGYG000000645,0,0,0,0,1,0,1
MGYG000000646,0,0,1,0,1,1,1
MGYG000000647,0,0,0,0,0,0,0
MGYG000000648,1,0,0,0,0,0,0
MGYG000000649,1,0,0,0,0,0,0
MGYG000000650,1,0,0,0,0,0,0
MGYG000000651,1,0,0,0,0,0,0
MGYG000000652,1,0,1,0,0,0,1
MGYG000000653,0,0,1,0,0,0,0
MGYG000000655,0,0,0,0,0,0,1
MGYG000000656,0,0,0,0,0,0,1
MGYG000000657,1,1,1,1,0,0,0
MGYG000000658,0,0,1,0,0,0,0
MGYG000000659,0,0,0,0,1,0,1
MGYG000000660,0,0,0,0,0,0,0
MGYG000000661,0,0,0,0,0,1,1
MGYG000000662,0,0,0,0,0,0,0
MGYG000000663,0,0,0,0,0,0,1
MGYG000000664,0,0,0,0,0,0,0
MGYG000000665,0,0,0,0,0,0,0
MGYG000000666,1,0,1,1,1,1,1
MGYG000000667,0,0,1,1,0,0,0
MGYG000000668,1,0,0,0,0,0,0
MGYG000000669,0,0,0,0,0,1,1
MGYG000000670,0,0,0,0,0,0,1
MGYG000000671,1,0,1,1,1,0,1
MGYG000000672,0,0,1,0,1,0,1
MGYG000000673,0,0,1,0,0,0,0
MGYG000000674,0,0,0,0,0,1,1
MGYG000000675,0,0,0,1,1,0,1
MGYG000000676,0,0,0,0,0,0,0
MGYG000000677,0,0,0,0,0,0,0
MGYG000000678,0,0,1,1,1,1,1
MGYG000000679,0,0,0,0,0,0,0
MGYG000000680,0,0,0,0,0,0,0
MGYG000000681,0,0,0,0,0,0,0
MGYG000000682,1,0,1,0,0,0,1
MGYG000000683,0,0,0,0,1,0,1
MGYG000000684,0,0,0,0,0,1,1
MGYG000000685,0,0,1,0,0,0,0
MGYG000000686,0,0,0,0,0,0,0
MGYG000000687,1,0,1,0,0,0,0
MGYG000000688,0,0,0,0,0,0,0
MGYG000000689,0,0,0,0,0,0,0
MGYG000000690,0,0,1,0,0,0,0
MGYG000000691,0,0,0,0,0,0,0
MGYG000000692,0,0,1,0,1,0,1
MGYG000000693,0,0,0,0,0,0,0
MGYG000000694,0,0,0,0,1,0,1
MGYG000000695,0,0,1,0,1,0,1
MGYG000000696,1,0,1,0,1,1,1
MGYG000000698,0,0,0,0,0,0,0
MGYG000000699,0,0,0,0,0,0,0
MGYG000000700,0,0,1,0,0,0,0
MGYG000000701,0,0,1,0,0,0,0
MGYG000000702,0,0,0,0,0,0,0
MGYG000000703,1,0,0,0,1,1,1
MGYG000000704,0,0,0,0,0,0,0
MGYG000000705,0,0,1,0,0,1,1
MGYG000000706,0,0,0,0,1,1,1
MGYG000000707,0,0,1,0,1,0,1
MGYG000000708,0,0,1,0,0,0,0
MGYG000000709,0,0,0,0,0,0,0
MGYG000000710,0,0,0,0,0,0,0
MGYG000000711,0,0,0,0,0,0,0
MGYG000000712,1,0,1,1,0,0,0
MGYG000000713,0,0,0,0,0,0,0
MGYG000000714,0,0,0,0,1,0,1
MGYG000000715,0,0,0,0,0,0,0
MGYG000000716,0,0,0,0,0,1,1
MGYG000000717,0,1,1,0,0,0,0
MGYG000000718,1,0,0,0,0,1,1
MGYG000000719,0,0,0,0,0,0,0
MGYG000000720,1,0,1,1,0,0,0
MGYG000000721,0,0,0,0,0,0,0
MGYG000000722,0,0,1,0,1,0,1
MGYG000000723,0,0,1,0,0,0,0
MGYG000000724,1,0,0,0,0,0,0
MGYG000000725,1,0,1,1,1,0,1
MGYG000000726,0,0,1,0,0,0,1
MGYG000000727,0,0,0,0,0,0,0
MGYG000000728,0,0,0,0,0,0,0
MGYG000000729,0,0,0,0,0,1,1
MGYG000000730,1,0,0,0,0,0,0
MGYG000000731,0,0,0,0,0,0,0
MGYG000000732,0,0,0,0,1,1,1
MGYG000000733,0,0,0,0,0,1,1
MGYG000000734,0,0,0,0,1,0,1
MGYG000000735,1,0,0,0,1,0,1
MGYG000000736,0,0,0,0,0,0,0
MGYG000000737,0,0,0,0,0,0,0
MGYG000000738,0,0,0,0,0,0,0
MGYG000000739,0,0,0,0,0,0,0
MGYG000000740,0,1,1,1,0,0,0
MGYG000000741,1,0,0,0,1,0,1
MGYG000000742,1,0,1,1,0,1,1
MGYG000000743,1,0,0,0,0,0,0
MGYG000000744,0,0,0,0,0,1,1
MGYG000000745,0,0,0,0,0,0,0
MGYG000000746,0,0,0,0,0,1,1
MGYG000000747,0,0,0,0,0,0,0
MGYG000000748,0,0,0,0,0,0,1
MGYG000000749,0,0,0,0,0,1,1
MGYG000000750,0,0,0,0,0,0,0
MGYG000000751,0,0,0,0,0,0,0
MGYG000000752,0,0,0,0,0,0,0
MGYG000000753,0,0,0,0,1,0,1
MGYG000000754,0,0,0,0,1,0,1
MGYG000000755,0,1,1,1,1,1,1
MGYG000000756,0,0,1,0,1,0,1
MGYG000000757,0,0,1,0,0,0,0
MGYG000000758,0,0,1,0,0,0,0
MGYG000000759,0,1,0,0,0,0,0
MGYG000000760,0,0,1,0,1,0,1
MGYG000000762,1,0,0,1,1,0,1
MGYG000000763,1,0,1,0,1,0,1
MGYG000000764,1,0,1,1,1,0,1
MGYG000000765,1,0,1,1,1,0,1
MGYG000000766,1,0,1,0,1,1,1
MGYG000000767,0,0,0,0,0,1,1
MGYG000000768,1,0,0,0,0,0,0
MGYG000000769,1,0,0,0,0,0,0
MGYG000000770,1,0,0,0,0,0,0
MGYG000000771,0,0,1,0,1,0,1
MGYG000000772,0,0,0,0,0,0,0
MGYG000000773,0,0,0,0,0,0,0
MGYG000000774,1,0,0,0,1,0,1
MGYG000000775,0,0,0,0,0,0,1
MGYG000000776,1,0,0,0,1,0,1
MGYG000000777,1,0,0,0,1,0,1
MGYG000000778,1,0,0,0,0,0,0
MGYG000000779,0,0,1,0,1,0,1
MGYG000000780,0,0,0,0,0,0,0
MGYG000000781,0,0,1,1,0,0,0
MGYG000000782,1,0,1,1,0,0,1
MGYG000000783,1,1,1,0,0,1,1
MGYG000000784,0,0,0,0,0,0,1
MGYG000000785,0,0,0,0,0,0,0
MGYG000000786,1,1,1,1,0,0,0
MGYG000000787,1,0,0,0,0,0,0
MGYG000000788,1,0,1,1,1,0,1
MGYG000000789,0,0,0,0,0,1,1
MGYG000000790,1,0,0,1,0,0,1
MGYG000000791,0,0,0,0,1,0,1
MGYG000000792,0,0,0,0,0,0,0
MGYG000000793,0,0,1,0,0,0,0
MGYG000000794,1,0,0,0,1,0,1
MGYG000000795,0,0,0,0,0,0,0
MGYG000000796,0,1,1,0,0,0,1
MGYG000000797,1,0,0,0,0,0,0
MGYG000000798,1,0,0,0,0,0,0
MGYG000000801,1,0,0,0,0,0,0
MGYG000000802,1,0,0,0,0,0,0
MGYG000000803,0,0,0,0,0,0,0
MGYG000000805,1,0,0,0,0,0,0
MGYG000000806,1,0,0,0,1,0,1
MGYG000000807,0,0,0,0,1,0,1
MGYG000000808,0,0,0,0,0,0,0
MGYG000000809,0,0,0,0,0,0,0
MGYG000000810,0,1,1,1,0,0,0
MGYG000000811,0,0,0,0,0,0,0
MGYG000000812,1,0,0,0,0,0,0
MGYG000000813,0,0,1,1,0,0,0
MGYG000000814,0,1,0,0,0,0,0
MGYG000000815,1,0,1,0,1,0,1
MGYG000000817,0,0,0,0,1,0,1
MGYG000000818,0,0,0,0,0,0,0
MGYG000000820,0,0,0,0,0,0,0
MGYG000000821,0,1,1,0,0,0,0
MGYG000000822,0,0,0,0,1,0,1
MGYG000000823,0,0,1,0,0,0,0
MGYG000000824,0,0,1,0,0,0,1
MGYG000000825,0,0,1,0,0,0,1
MGYG000000826,1,0,0,0,0,1,1
MGYG000000827,0,0,0,0,1,0,1
MGYG000000829,0,0,1,0,1,1,1
MGYG000000830,1,0,0,0,1,0,1
MGYG000000832,1,0,0,0,0,0,0
MGYG000000833,1,0,0,0,0,0,0
MGYG000000835,1,0,0,0,0,0,0
MGYG000000836,0,0,0,0,0,0,1
MGYG000000837,0,0,0,0,1,0,1
MGYG000000838,1,0,0,0,0,1,1
MGYG000000839,1,0,1,0,0,0,0
MGYG000000840,0,1,1,0,0,0,0
MGYG000000841,0,0,0,0,0,0,0
MGYG000000842,0,0,0,0,1,1,1
MGYG000000843,0,0,0,0,1,0,1
MGYG000000844,0,0,0,0,0,0,0
MGYG000000845,1,0,0,0,0,1,1
MGYG000000846,1,0,0,0,0,0,0
MGYG000000847,0,0,1,1,0,0,0
MGYG000000850,0,1,1,0,0,0,0
MGYG000000851,0,0,1,1,0,0,0
MGYG000000852,0,0,1,0,1,1,1
MGYG000000853,0,0,1,0,1,1,1
MGYG000000854,1,0,1,0,0,0,1
MGYG000000855,1,0,0,0,0,0,0
MGYG000000856,1,0,0,0,0,0,0
MGYG000000857,0,0,0,0,0,0,0
MGYG000000858,0,0,0,0,0,0,0
MGYG000000859,1,0,0,0,1,0,1
MGYG000000860,0,1,1,1,0,0,0
MGYG000000861,0,0,1,0,0,0,0
MGYG000000862,1,0,0,0,0,0,0
MGYG000000863,0,1,1,1,1,1,1
MGYG000000864,1,0,1,0,0,1,1
MGYG000000865,0,0,0,0,0,0,1
MGYG000000866,0,0,0,0,0,0,0
MGYG000000867,0,0,0,0,0,1,1
MGYG000000868,0,0,0,0,0,0,0
MGYG000000869,0,0,0,0,0,0,0
MGYG000000870,1,0,1,1,0,0,1
MGYG000000872,0,0,1,1,0,0,0
MGYG000000873,1,0,1,1,0,0,1
MGYG000000874,0,0,0,0,0,1,1
MGYG000000875,0,0,0,0,0,0,0
MGYG000000876,1,0,0,0,0,0,0
MGYG000000877,1,0,0,0,0,0,0
MGYG000000878,1,0,0,0,0,0,0
MGYG000000879,1,0,0,0,0,0,0
MGYG000000880,0,0,0,0,0,0,0
MGYG000000881,0,0,0,0,0,0,0
MGYG000000883,1,0,0,0,0,1,1
MGYG000000884,0,0,0,0,0,0,0
MGYG000000885,0,0,0,0,0,0,0
MGYG000000886,1,0,1,0,0,0,0
MGYG000000887,0,0,0,0,0,0,0
MGYG000000889,0,0,1,1,1,0,1
MGYG000000892,0,0,0,0,1,0,1
MGYG000000894,0,0,0,0,0,0,0
MGYG000000896,1,0,0,0,0,0,0
MGYG000000898,0,0,0,0,0,0,0
MGYG000000899,0,0,0,0,0,0,0
MGYG000000900,0,0,0,0,0,0,1
MGYG000000901,0,0,1,0,0,0,0
MGYG000000902,1,0,0,0,0,1,1
MGYG000000903,0,0,0,0,0,0,0
MGYG000000904,0,0,0,0,0,0,0
MGYG000000905,0,0,0,0,0,1,1
MGYG000000906,0,0,1,1,1,0,1
MGYG000000907,0,0,0,0,1,1,1
MGYG000000908,0,0,0,0,0,0,0
MGYG000000909,1,0,0,0,0,0,0
MGYG000000910,1,0,0,0,0,0,0
MGYG000000911,0,0,0,0,0,1,1
MGYG000000913,0,0,0,0,0,0,0
MGYG000000914,1,0,1,1,0,0,0
MGYG000000915,1,0,0,0,1,0,1
MGYG000000916,0,0,0,0,1,0,1
MGYG000000917,0,0,0,1,0,0,0
MGYG000000918,0,1,1,1,1,0,1
MGYG000000919,1,0,0,0,1,0,1
MGYG000000920,0,0,0,0,0,0,0
MGYG000000921,0,0,0,0,1,0,1
MGYG000000922,0,0,0,0,1,1,1
MGYG000000923,0,0,1,0,1,1,1
MGYG000000924,0,0,0,0,1,0,1
MGYG000000925,0,0,0,0,0,0,0
MGYG000000926,1,0,1,1,1,0,1
MGYG000000927,1,0,0,1,1,0,1
MGYG000000928,0,0,0,0,0,0,0
MGYG000000929,0,0,0,0,0,0,1
MGYG000000930,0,0,0,0,1,0,1
MGYG000000931,0,0,0,0,1,0,1
MGYG000000932,0,0,1,0,0,0,0
MGYG000000933,0,0,0,0,0,0,0
MGYG000000934,0,0,0,0,0,0,0
MGYG000000935,0,0,0,0,0,0,0
MGYG000000936,0,0,0,0,1,0,1
MGYG000000937,0,0,0,0,1,0,1
MGYG000000938,0,0,1,0,0,0,0
MGYG000000939,0,0,0,0,0,0,0
MGYG000000940,0,0,0,0,0,0,0
MGYG000000941,0,0,1,0,0,1,1
MGYG000000942,0,0,0,0,1,0,1
MGYG000000943,0,0,0,0,0,1,1
MGYG000000944,0,0,0,0,1,0,1
MGYG000000945,0,0,0,0,1,0,1
MGYG000000946,0,0,0,0,0,0,0
MGYG000000947,0,0,0,0,0,0,0
MGYG000000948,0,0,0,0,0,0,0
MGYG000000949,0,0,0,0,0,0,0
MGYG000000950,0,0,0,0,1,0,1
MGYG000000951,1,0,1,0,0,0,0
MGYG000000952,0,0,0,0,1,0,1
MGYG000000953,1,0,1,1,1,1,1
MGYG000000955,0,0,0,0,0,1,1
MGYG000000956,0,0,1,1,1,0,1
MGYG000000958,0,0,0,0,0,0,0
MGYG000000959,0,0,0,0,1,1,1
MGYG000000960,0,0,0,0,0,0,0
MGYG000000962,0,0,0,0,0,1,1
MGYG000000963,0,0,0,0,0,0,0
MGYG000000964,0,0,1,1,1,0,1
MGYG000000965,0,0,0,0,0,0,0
MGYG000000966,1,0,1,0,0,0,0
MGYG000000967,0,0,0,0,0,1,1
MGYG000000968,1,1,1,1,0,0,0
MGYG000000969,1,0,0,0,0,1,1
MGYG000000970,0,0,0,0,1,0,1
MGYG000000971,0,0,1,1,0,0,0
MGYG000000972,0,0,1,0,0,0,0
MGYG000000973,0,1,0,1,0,1,1
MGYG000000974,0,0,0,0,1,0,1
MGYG000000975,0,0,0,0,1,0,1
MGYG000000976,0,0,0,0,1,0,1
MGYG000000977,1,0,1,0,0,0,0
MGYG000000978,0,0,0,0,1,1,1
MGYG000000979,1,0,0,0,0,0,0
MGYG000000980,0,0,0,0,1,0,1
MGYG000000981,0,0,0,0,0,0,0
MGYG000000982,0,0,0,0,0,0,1
MGYG000000984,0,0,0,0,0,0,0
MGYG000000985,0,0,0,0,0,0,0
MGYG000000986,1,0,0,0,0,0,0
MGYG000000987,1,0,1,0,0,0,0
MGYG000000988,1,0,1,0,1,0,1
MGYG000000989,1,0,0,0,0,1,1
MGYG000000990,1,0,1,0,0,0,0
MGYG000000991,1,0,1,0,0,0,0
MGYG000000992,0,0,0,0,0,0,0
MGYG000000993,0,1,1,0,1,1,1
MGYG000000994,1,0,1,1,0,0,1
MGYG000000995,1,0,0,0,0,0,0
MGYG000000996,0,0,0,0,0,0,0
MGYG000000997,0,0,0,0,0,0,0
MGYG000000998,0,0,0,0,0,1,1
MGYG000001000,0,0,1,0,0,1,1
MGYG000001001,0,0,1,0,1,0,1
MGYG000001002,1,0,0,0,0,0,0
MGYG000001003,0,0,0,0,0,1,1
MGYG000001004,1,0,1,0,1,1,1
MGYG000001005,1,0,1,0,1,0,1
MGYG000001006,0,0,0,0,0,0,0
MGYG000001007,1,0,0,0,1,0,1
MGYG000001008,0,0,0,0,0,0,0
MGYG000001009,0,0,0,0,0,0,0
MGYG000001010,1,1,1,1,0,0,0
MGYG000001011,0,0,0,0,0,0,0
MGYG000001012,1,0,1,1,0,1,1
MGYG000001013,1,0,0,0,0,1,1
MGYG000001014,0,0,1,0,0,0,0
MGYG000001015,1,0,0,0,0,0,0
MGYG000001016,0,0,0,0,0,0,0
MGYG000001017,0,0,1,0,1,0,1
MGYG000001018,1,0,1,0,0,0,0
MGYG000001019,1,0,0,0,1,0,1
MGYG000001020,1,0,0,0,0,0,0
MGYG000001021,1,0,0,0,0,0,0
MGYG000001022,0,0,0,0,0,0,0
MGYG000001023,0,0,1,0,0,0,0
MGYG000001024,0,0,0,0,1,0,1
MGYG000001025,0,0,0,0,0,0,0
MGYG000001026,0,0,0,0,0,0,0
MGYG000001027,1,0,1,0,1,0,1
MGYG000001028,0,0,0,0,0,0,0
MGYG000001029,0,0,1,0,0,0,0
MGYG000001030,0,0,1,1,1,1,1
MGYG000001031,0,0,0,0,0,0,0
MGYG000001032,0,0,0,0,0,0,0
MGYG000001033,0,0,0,0,0,0,0
MGYG000001034,0,0,1,0,0,0,0
MGYG000001035,0,0,0,0,0,0,0
MGYG000001036,0,0,1,0,0,0,0
MGYG000001037,0,0,0,0,0,0,0
MGYG000001039,1,0,1,1,1,0,1
MGYG000001040,0,0,1,0,0,0,0
MGYG000001041,0,0,0,0,0,0,0
MGYG000001042,1,0,1,0,1,0,1
MGYG000001043,0,0,0,0,0,0,0
MGYG000001044,0,1,0,0,1,0,1
MGYG000001045,1,0,1,0,0,0,0
MGYG000001046,0,0,0,0,1,0,1
MGYG000001048,0,0,0,0,0,0,0
MGYG000001049,0,0,0,0,0,0,0
MGYG000001050,0,0,0,0,0,0,0
MGYG000001053,0,0,0,0,0,0,1
MGYG000001054,0,0,1,0,1,0,1
MGYG000001055,0,0,0,1,0,0,0
MGYG000001056,0,0,1,0,0,1,1
MGYG000001057,1,0,0,0,0,0,0
MGYG000001058,0,0,1,0,0,1,1
MGYG000001059,1,0,1,1,1,0,1
MGYG000001060,1,0,1,1,0,0,0
MGYG000001061,0,0,0,0,0,0,0
MGYG000001062,0,0,0,0,0,0,0
MGYG000001063,1,1,1,0,0,0,0
MGYG000001064,1,0,0,0,0,0,0
MGYG000001065,1,0,0,0,0,0,0
MGYG000001067,0,0,0,0,1,0,1
MGYG000001068,0,0,1,0,1,0,1
MGYG000001069,0,0,0,0,1,0,1
MGYG000001070,1,1,1,1,1,1,1
MGYG000001071,0,1,1,0,0,0,0
MGYG000001072,0,0,1,0,1,0,1
MGYG000001073,1,0,1,1,1,0,1
MGYG000001074,0,0,0,0,0,1,1
MGYG000001075,0,0,0,0,0,0,0
MGYG000001076,0,0,1,0,0,1,1
MGYG000001077,0,0,0,0,0,0,0
MGYG000001078,0,0,0,0,0,0,0
MGYG000001079,0,0,0,0,0,0,0
MGYG000001080,0,0,0,0,0,0,0
MGYG000001081,1,0,0,0,1,1,1
MGYG000001082,0,0,1,0,1,0,1
MGYG000001083,0,0,1,0,0,0,0
MGYG000001084,0,0,0,0,0,1,1
MGYG000001085,0,0,1,0,0,0,0
MGYG000001086,0,0,0,0,0,0,0
MGYG000001087,0,0,0,0,0,1,1
MGYG000001088,0,1,1,0,0,0,0
MGYG000001089,1,0,1,0,1,0,1
MGYG000001090,0,0,0,0,0,0,0
MGYG000001091,0,1,0,0,0,0,0
MGYG000001092,1,0,0,0,0,1,1
MGYG000001093,0,1,1,1,0,0,0
MGYG000001094,1,1,1,1,1,0,1
MGYG000001095,0,1,1,0,1,0,1
MGYG000001096,1,0,0,0,1,0,1
MGYG000001097,1,0,1,0,1,1,1
MGYG000001098,0,0,0,0,1,0,1
MGYG000001099,0,0,0,0,0,0,0
MGYG000001100,0,0,1,0,0,0,0
MGYG000001101,0,0,0,0,0,0,0
MGYG000001102,0,0,1,0,1,0,1
MGYG000001103,1,0,0,0,0,0,0
MGYG000001105,0,0,0,0,0,0,0
MGYG000001106,0,0,0,0,0,0,0
MGYG000001107,0,0,0,0,0,0,0
MGYG000001108,0,0,0,0,0,0,0
MGYG000001109,1,0,0,0,0,0,0
MGYG000001110,0,0,0,0,1,0,1
MGYG000001112,0,1,1,1,0,0,0
MGYG000001113,0,1,1,0,0,0,0
MGYG000001114,1,0,0,0,0,0,0
MGYG000001115,1,0,0,0,1,0,1
MGYG000001116,0,0,1,0,1,0,1
MGYG000001117,1,0,1,0,1,0,1
MGYG000001118,1,0,0,0,0,0,0
MGYG000001120,1,0,0,0,0,0,0
MGYG000001121,1,0,0,0,0,0,0
MGYG000001122,1,0,0,0,1,0,1
MGYG000001123,0,0,0,0,0,0,0
MGYG000001124,1,0,0,0,0,0,1
MGYG000001125,0,0,0,0,0,0,0
MGYG000001126,1,0,0,0,0,0,0
MGYG000001127,0,0,0,0,0,0,0
MGYG000001129,0,0,0,0,0,0,0
MGYG000001130,1,0,0,0,0,0,0
MGYG000001131,0,0,1,0,1,0,1
MGYG000001132,1,0,0,0,0,0,0
MGYG000001133,0,0,0,0,0,0,0
MGYG000001134,0,0,0,0,0,0,0
MGYG000001135,0,0,0,0,0,1,1
MGYG000001136,0,0,0,0,0,1,1
MGYG000001137,1,0,0,0,0,0,0
MGYG000001138,1,0,0,0,0,0,0
MGYG000001139,0,0,0,0,1,0,1
MGYG000001140,0,0,0,0,0,1,1
MGYG000001141,1,0,1,0,1,0,1
MGYG000001142,0,0,0,0,0,0,0
MGYG000001145,0,0,0,0,0,0,0
MGYG000001146,0,0,0,0,0,0,1
MGYG000001148,1,0,1,1,1,0,1
MGYG000001149,1,0,1,0,0,0,0
MGYG000001150,0,0,0,0,0,1,1
MGYG000001151,1,0,0,0,0,0,0
MGYG000001152,1,0,0,0,0,0,0
MGYG000001153,0,0,0,0,1,0,1
MGYG000001154,0,0,0,0,1,0,1
MGYG000001155,1,0,0,0,1,0,1
MGYG000001156,1,0,0,0,0,0,0
MGYG000001157,1,0,0,0,1,0,1
MGYG000001158,1,0,0,0,0,0,0
MGYG000001159,0,0,0,0,0,0,0
MGYG000001160,1,0,0,0,0,0,1
MGYG000001161,0,0,0,0,0,0,0
MGYG000001162,1,0,1,1,0,0,0
MGYG000001163,0,0,0,0,0,0,0
MGYG000001164,0,0,1,0,1,0,1
MGYG000001165,0,0,0,0,0,0,0
MGYG000001166,0,0,0,0,1,1,1
MGYG000001167,0,0,0,0,1,1,1
MGYG000001168,0,0,0,0,0,0,0
MGYG000001169,0,0,0,0,0,0,0
MGYG000001170,0,0,0,0,0,0,0
MGYG000001171,0,0,1,0,1,1,1
MGYG000001172,1,0,1,1,0,1,1
MGYG000001173,1,0,0,0,1,1,1
MGYG000001174,0,0,0,0,0,1,1
MGYG000001175,0,0,0,0,0,0,0
MGYG000001176,0,0,0,0,0,0,0
MGYG000001177,0,0,0,0,1,1,1
MGYG000001178,1,0,1,0,0,0,0
MGYG000001179,0,0,0,0,0,0,0
MGYG000001180,1,0,1,1,0,1,1
MGYG000001181,0,0,0,0,1,0,1
MGYG000001182,0,0,0,0,1,1,1
MGYG000001183,0,0,0,0,0,0,0
MGYG000001184,0,0,0,0,0,0,1
MGYG000001185,0,0,0,0,0,0,1
MGYG000001186,1,0,0,0,1,0,1
MGYG000001187,1,0,0,0,0,0,0
MGYG000001188,1,0,0,0,0,0,0
MGYG000001189,1,0,0,0,1,0,1
MGYG000001190,0,0,0,0,0,0,0
MGYG000001191,0,0,0,0,1,0,1
MGYG000001192,0,0,0,0,0,0,0
MGYG000001193,0,0,0,0,1,1,1
MGYG000001194,0,0,0,0,0,0,0
MGYG000001195,0,0,0,0,1,0,1
MGYG000001196,1,0,0,0,0,0,0
MGYG000001197,0,0,0,0,1,0,1
MGYG000001198,0,0,0,0,0,0,0
MGYG000001199,1,0,0,1,0,0,0
MGYG000001200,1,0,0,0,0,0,0
MGYG000001201,0,0,0,0,0,0,0
MGYG000001202,0,0,0,0,1,1,1
MGYG000001203,0,0,0,0,1,0,1
MGYG000001204,1,0,0,0,0,0,0
MGYG000001205,0,0,0,0,0,1,1
MGYG000001206,0,0,0,0,1,0,1
MGYG000001208,0,0,0,0,1,0,1
MGYG000001209,1,0,1,1,1,0,1
MGYG000001210,1,0,1,0,1,0,1
MGYG000001211,1,0,1,1,0,0,0
MGYG000001212,0,0,0,0,0,1,1
MGYG000001213,0,0,0,0,0,1,1
MGYG000001214,0,0,0,0,0,0,0
MGYG000001215,0,0,0,0,0,0,0
MGYG000001216,0,0,0,0,1,0,1
MGYG000001217,0,0,0,0,0,0,0
MGYG000001218,0,0,0,0,0,0,0
MGYG000001219,1,0,1,0,0,0,0
MGYG000001220,0,0,0,0,0,0,0
MGYG000001221,0,0,0,0,0,0,0
MGYG000001222,0,0,0,0,0,0,0
MGYG000001223,1,0,0,0,0,0,0
MGYG000001224,1,0,0,0,0,0,0
MGYG000001225,1,0,0,0,0,0,0
MGYG000001226,1,0,0,0,0,0,0
MGYG000001227,0,0,0,0,0,0,0
MGYG000001228,0,0,0,0,0,0,0
MGYG000001230,0,0,1,0,0,0,1
MGYG000001231,0,0,0,0,0,0,0
MGYG000001232,1,0,1,0,0,0,0
MGYG000001233,0,0,0,0,0,0,0
MGYG000001234,1,0,0,0,0,1,1
MGYG000001236,0,0,0,0,0,0,0
MGYG000001237,0,0,0,0,1,1,1
MGYG000001238,1,0,0,0,1,0,1
MGYG000001239,0,0,0,0,1,0,1
MGYG000001240,1,0,1,0,0,0,0
MGYG000001241,0,0,0,0,0,0,0
MGYG000001242,0,0,1,0,0,0,0
MGYG000001243,0,0,0,0,0,0,0
MGYG000001244,0,0,0,0,0,0,0
MGYG000001246,1,0,0,0,0,1,1
MGYG000001247,1,0,0,0,1,0,1
MGYG000001248,1,0,1,1,1,1,1
MGYG000001249,0,0,0,0,1,0,1
MGYG000001250,1,0,0,0,0,0,0
MGYG000001251,1,0,0,1,0,0,0
MGYG000001252,1,0,1,0,0,1,1
MGYG000001253,1,0,0,1,0,0,0
MGYG000001254,0,0,1,0,1,0,1
MGYG000001255,1,0,0,0,0,1,1
MGYG000001256,0,0,0,0,0,0,1
MGYG000001257,0,0,0,0,0,0,1
MGYG000001258,0,1,1,0,1,0,1
MGYG000001259,1,0,0,1,0,0,0
MGYG000001260,0,1,1,1,1,0,1
MGYG000001261,1,1,0,0,0,0,1
MGYG000001262,0,1,1,1,1,0,1
MGYG000001263,1,1,1,1,0,0,1
MGYG000001264,1,0,1,1,1,1,1
MGYG000001265,1,0,1,1,0,0,1
MGYG000001266,1,1,1,1,1,0,1
MGYG000001267,0,0,0,0,0,0,1
MGYG000001268,0,0,0,0,0,1,1
MGYG000001269,0,1,1,0,1,1,1
MGYG000001270,1,1,1,1,0,0,0
MGYG000001271,0,0,0,0,0,1,1
MGYG000001272,0,0,0,0,0,0,0
MGYG000001273,0,1,1,0,1,0,1
MGYG000001274,0,0,0,0,0,0,0
MGYG000001275,0,0,1,1,1,1,1
MGYG000001276,1,0,0,0,1,0,1
MGYG000001277,0,0,0,1,1,1,1
MGYG000001278,0,0,0,0,0,0,0
MGYG000001279,1,1,1,1,0,0,0
MGYG000001280,0,0,0,0,1,0,1
MGYG000001281,1,0,1,1,1,0,1
MGYG000001283,0,0,0,0,0,0,0
MGYG000001284,0,0,0,0,0,0,0
MGYG000001285,0,1,0,0,0,1,1
MGYG000001286,1,0,0,0,0,1,1
MGYG000001287,0,0,0,0,1,0,1
MGYG000001288,1,1,1,1,0,0,0
MGYG000001289,0,0,0,0,1,0,1
MGYG000001290,0,0,0,0,0,0,0
MGYG000001291,0,0,1,0,1,0,1
MGYG000001292,0,0,1,0,0,0,1
MGYG000001293,0,0,0,0,0,1,1
MGYG000001294,0,1,1,0,1,0,1
MGYG000001295,1,0,0,1,1,0,1
MGYG000001296,0,0,1,0,0,0,0
MGYG000001297,0,1,0,1,1,0,1
MGYG000001298,0,1,1,0,1,0,1
MGYG000001299,0,0,0,0,0,0,0
MGYG000001300,1,0,0,0,1,1,1
MGYG000001301,0,0,0,0,1,0,1
MGYG000001303,1,0,1,0,1,0,1
MGYG000001304,0,0,0,0,0,0,0
MGYG000001305,0,0,0,0,0,1,1
MGYG000001306,1,0,1,1,1,1,1
MGYG000001307,0,1,1,1,1,0,1
MGYG000001308,0,0,1,0,0,0,0
MGYG000001309,1,0,0,0,1,1,1
MGYG000001310,1,0,1,0,1,0,1
MGYG000001311,1,0,0,0,0,0,1
MGYG000001312,0,1,0,1,0,0,1
MGYG000001313,1,0,1,1,0,0,1
MGYG000001314,1,0,0,0,0,1,1
MGYG000001315,1,0,1,0,0,0,1
MGYG000001316,1,0,0,0,0,0,0
MGYG000001317,1,1,0,1,0,0,0
MGYG000001318,0,1,1,1,1,0,1
MGYG000001319,0,0,1,0,1,0,1
MGYG000001320,1,0,1,0,1,0,1
MGYG000001321,1,0,0,1,1,0,1
